note_id,last modification time,tags,Front,Back,Sound,Image,Notes,Part of Speech,Acceptions,Synonymous,Synonymous_sound,Morphemes,Tense,Example Sentence Tibetan,Example Sentence English,Example Sentence Sound,Shesa,Shesa_sound,Sanskrit,Spelling Out,Phrase?
1700981960907,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,དབྱེ་,To divide,[sound:Tsigsar C_Male-05.mp3][sound:Tsigsar C_Deckyi-la-05.mp3],"""<img src=""""paste-ca15f65de4ece9bf4d78753a952f16107526b2c2.jpg"""">""",དད་པ་ལ་དབྱེ་ན།&nbsp;if one subdivides faith [into its different kinds],v,To classify,,,"དབྱེ་ = division, as in: དབྱེ་བ་ཕྱེ་པ་ = classified, subdivided; ན་ = ལ་དོན་",འབྱེད་པ་ ཕྱེ་བ་ དབྱེ་བ་ ཕྱེ་,དངོས་པོ་ལ་དབྱེ་ན་གཟུགས་དང་། ཤེས་པ། ལྡན་མིན་འདུ་བྱེད་གསུམ་ཡོད་རེད། ,"Phenomena are classified into [physical] matter, awareness and non-associated compositional factors.",[sound:Tsigsar C_Male-06.mp3][sound:Tsigsar C_Deckyi-la-06.mp3],,,,,
1700982476176,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,དང་བའི་དད་པ་,"lucid faith, clear faith",[sound:Tsigsar C_Deckyi-la-07.mp3][sound:Tsigsar C_Male-07.mp3],,One the three kinds of faith. A sense of strong admiration,n,,,,"དང་བ་ = clear, lucid; འི་ = འབྲེལ་སྒྲ་;དད་པ་ = faith, devotion",,དང་བའི་དད་པ་ཟེར་ཡག་དེ་བླ་མ་དང་དཀོན་མཆོག་ལ་སོགས་པའི་ཡོན་ཏན་མཐོང་ནས་རྗེས་སུ་ཡི་རངས་པའི་སེམས་ཅིག་ལ་ཟེར་གྱི་ཡོད་རེད།,"Lucid faith is the mind which rejoices having seen the qualities of the lama, the [Three] Jewels and so on.",[sound:Tsigsar C_Deckyi-la-08.mp3][sound:Tsigsar C_Male-08.mp3],,,,,
1700982578892,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,མངོན་འདོད་ཀྱི་དད་པ་,Aspiring faith,[sound:Tsigsar C_Male-09.mp3][sound:Tsigsar C_Deckyi-la-09.mp3],,"Aspirational faith longing to attain one's desired spiritual goal.<br><br><b>Berzin Definitions:</b><br>A constructive emotion that considers true both a fact about something and a wish one holds about that object, such as that one can attain a positive goal and that one will attain it.",n,Longing faith,,,"འདོད་པ་ = to wish, to want, as in: འདོད་ཆགས་ = attachment, སྙིང་འདོད་པ་ = to really want; འི་ = འབྲེལ་སྒྲ་; དད་པ་ = faith, devotion",,མངོན་འདོད་ཀྱི་དད་པ་ཟེར་ན་བླ་མ་དང་དཀོན་མཆོག་ལ་སོགས་པའི་ཡོན་ཏན་མཐོང་བྱས་དེ་འདྲ་བ་སོ་སོ་ལ་ཐོབ་འདོད་ཀྱི་སེམས་ཅིག་ལ་ཟེར་གྱི་ཡོད་རེད།,"Longing faith is the mind which having seen the qualities of the lama, the [Three] Jewels and so on longs to achieve the same for itself.",[sound:Tsigsar C_Male-10.mp3][sound:Tsigsar C_Deckyi-la-10.mp3],,,,,
1700982701568,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,ཡིད་ཆེས་པའི་དད་པ་,"trusting faith, confident faith, faith of conviction ",[sound:Tsigsar C_Deckyi-la-11.mp3][sound:Tsigsar C_Male-11.mp3],,,n,,,,"ཡིད་ཆེས་ = trust, as in: ཡིད་ཆེས་བྱེད་པ་ = to trust, to believe in; འི་ = འབྲེལ་སྒྲ་; དད་པ་ = faith, devotion",,ཡིད་ཆེས་ཀྱི་དད་པ་ཟེར་ཡག་དེ། དཔེར་ན་བླ་མ་དང་དཀོན་མཆོག་སོགས་ཀྱི་ཡོན་ཏན་མ་ཤེས་ན་ཡང་ཁོང་ཚོས་ང་ཚོ་སྐྱབས་ཀྱི་རེད་བསམ་པའི་ཡིད་ཆེས་ཅིག་ལ་ཟེར་གྱི་ཡོད་རེད། ,"Faith of conviction is [when] for example we don’t know the qualities of the lama, the [Three] Jewels and so on, but nevertheless we think they are our refuge.  ",[sound:Tsigsar C_Deckyi-la-12.mp3][sound:Tsigsar C_Male-12.mp3],,,,,
1700982927919,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,དངོས་གནས་,Actual,[sound:Tsigsar C_Male-13.mp3][sound:Tsigsar C_Deckyi-la-13.mp3],,,adj,real,,,"དངོས་ = real, actual as in: དངོས་གནས་ = really, actually, དངོས་པོ་ = entity, thing",,སྤྱིར་བཏང་སྐྱབས་ཡུལ་ལ་གསུམ་ཡོད་རེད། ཡིན་ནའི་སྐྱབས་དངོས་གནས་དེ་ཆོས་དཀོན་མཆོག་རེད།<br>སྐྱབས་སུ་འགྲོ་སྟངས་དངོས།,"Generally there are three objects of refuge. But the actual refuge is the Dharma Jewel.<br>The actual manner of going for refuge, taking refuge.",[sound:Tsigsar C_Male-14.mp3][sound:Tsigsar C_Deckyi-la-14.mp3],,,,,
1700983196690,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,མཐའ་མ་ལ་,At the end,[sound:Tsigsar D_Deckyi-la-01.mp3][sound:Tsigsar D_Male-01.mp3],"""<img src=""""paste-3868a9dbf1a8251447d9f887e69de2e3a8a5658f.jpg"""">""",,adv,"at last, finally",,,"མཐའ་མ་ = in the end, as in: གྲུབ་མཐའ་ = philosophical tenet, མཐའ་ལ་མ་ལྷུང་བ་ = not falling into an extreme; ལ་ = ལ་དོན་",,ངས་སྒྲུང་ཅིག་ཀློག་པ་ཡིན། དེའི་མཐའ་མ་ལ་མི་དེ་མཁས་པ་ཆེན་པོ་ཅིག་ཆགས་ཀྱི་འདུག,I read a story. At the end of it the [main] person becomes very wise.,[sound:Tsigsar D_Deckyi-la-02.mp3][sound:Tsigsar D_Male-02.mp3],,,,,
1700983559702,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,སྐྱབས་འགྲོའི་བསླབ་བྱ་,The precepts of taking refuge,[sound:Tsigsar D_Deckyi-la-03.mp3][sound:Tsigsar D_Male-02b.mp3],,,n,The trainings of taking refuge,,,"སྐྱབས་འགྲོ་ = to go for refuge; འི་ = འབྲེལ་སྒྲ་; བསླབ་བྱ་ = trainings, བསླབ་པ་ = to train, to teach, as in: སློབ་གྲྭ་ = school, སློབ་ཕྲུག = student; བྱ་ = which one must do; བྱ་བ་ = action, as in: བྱ་ཚིག verb",,སྐྱབས་སུ་མ་འགྲོ་སྔོན་ལ་དང་པོ་སྐྱབས་འགྲོའི་བསླབ་བྱ་ཤེས་ཡག་དེ་གལ་ཆེན་པོ་རེད་བསམ་གྱི་འདུག,I think that before going for refuge it is important to first know the precepts of taking refuge. ,[sound:Tsigsar D_Male-04.mp3][sound:Tsigsar D_Deckyi-la-04.mp3],,,,,
1700983672548,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,གནོད་འཚེ་,Harm,[sound:Tsigsar D_Male-05.mp3][sound:Tsigsar D_Deckyi-la-05.mp3],"""<a href=""""https://www.google.com/url?sa=i&amp;url=https%3A%2F%2Fwww.nationalgeographic.com%2Fmagazine%2Farticle%2Fplastic-planet-animals-wildlife-impact-waste-pollution&amp;psig=AOvVaw1Jq4kAN8HPNVWoNfAiNBJG&amp;ust=1701661559627000&amp;source=images&amp;cd=vfe&amp;opi=89978449&amp;ved=0CBIQjRxqFwoTCPjrorit8oIDFQAAAAAdAAAAABAE""""><img alt=""""For Animals, Plastic Is Turning the Ocean Into a Minefield"""" src=""""paste-0f2cab4f971ada435f2d4fa8f0289a63b690ee89.jpg""""></a>""",,n,"injury, attack",,,"གནོད་པ་ = harm, as in: གནོད་སེམས་ = harmful mind; འཚེ་བ་ = violence, harm, as in: སྤྱོད་པ་འཚེ་བ་མེད་པ་ = conduct of non violence",,སེམས་ཅན་ཚང་མ་ལ་གནོད་འཚེ་བྱེད་རྒྱུ་ཡོད་མ་རེད།,One should not harm any sentient beings. ,[sound:Tsigsar D_Deckyi-la-06.mp3][sound:Tsigsar D_Male-06.mp3],,,,,
1700983782196,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,བསམ་སྤྱོད་,"attitude, motivation and behavior",[sound:Tsigsar D_Male-07.mp3][sound:Tsigsar D_Deckyi-la-07.mp3],,,n,,,,"བསམ་ = thought, as in: བསམ་ཚུལ་= opinion; སྤྱོད་ = conduct, as in: གསང་སྤྱོད་ = toilet; བེད་སྤྱོད་གཏོང་བ་ = to use, to make use of; སྤྱོད་འཇུག་ = Entering the Way of a Bodhisattva",,ཆོས་ཉམས་ལེན་བྱེད་མཁན་ཅིག་ཡིན་ན་ཀུན་སློང་གི་བསམ་པ་དང་ལུས་ངག་གི་སྤྱོད་པ་ཡག་པོ་དགོས་ཀྱི་ཡོད་རེད།<br>མི་བསམ་སྤྱོད་ངན་པ་དང་འགྲོགས་རྒྱུ་ཡོད་མ་རེད།,"If one is a Dharma practitioner, one needs good motivation and good conduct of body and speech.",[sound:one should not be friends with people with bad attitudes or behavior.mp3][sound:Tsigsar D_Male-08.mp3][sound:Tsigsar D_Deckyi-la-08.mp3],,,,,
1700983877228,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,ངན་པ་,"bad, vile, miserable, excrement",[sound:Tsigsar D_Male-09.mp3][sound:Tsigsar D_Deckyi-la-09.mp3],"""<a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81u7SvgHrhL.jpg&amp;tbnid=dCDyUsHfcTU3mM&amp;vet=12ahUKEwjwkNSqt_SCAxUFcmwGHSYvBpkQMygDegQIARAz..i&amp;imgrefurl=https%3A%2F%2Fwww.amazon.in%2FBhole-Organic-Pure-Indian-Worship%2Fdp%2FB0927TV3GF&amp;docid=MQNtSeBGQbH8vM&amp;w=1279&amp;h=800&amp;q=cow%20poop&amp;client=firefox-b-d&amp;ved=2ahUKEwjwkNSqt_SCAxUFcmwGHSYvBpkQMygDegQIARAz""""><div><img alt=""""Bum Bum Bhole Organic Pure Wet Indian Desi Cow Dung for Worship 2 kg :  Amazon.in: Garden &amp; Outdoors"""" src=""""paste-6f513e8f032c7ea64465cdc4b5e62bb2d8f8119d.jpg""""></div><div></div><div><div></div></div></a>""",,adj,"bad, mean, unwholesome",,,"ངན་པ་ = bad, negative, as in: ངན་སོང་གསུམ་ = the three unfortunate destinies, the three lower realms",,བོད་པའི་གཏམ་དཔེ་ལ། བསམ་པ་ངན་པ་མི་ལ་བྱས་ན། བྱ་བ་ངན་པ་རང་ལ་འཁོར་ཟེར་བཤད་སྲོལ་ཡོད་རེད། ,"As a Tibetan saying goes: ‘‘If a person has unwholesome motivation, unwholesome actions gather around them”.",[sound:Tsigsar D_Deckyi-la-10.mp3][sound:Tsigsar D_Male-10.mp3],,,,,
1700983979889,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,འགྲོགས་པ་,To keep company,[sound:Tsigsar D_Male-11.mp3][sound:Tsigsar D_Deckyi-la-11.mp3],"""<img src=""""paste-2e0d172f07abe0c6f2acee9f7deb15d5b563ad04.jpg"""">""",,v,to associate with,,,"འགྲོག་པ་ = to socialize, as in: གྲོགས་པོ་ = friend, འཛིན་གྲོགས་ = classmate;",འགྲོགས་པ འགྲོགས་པ འགྲོགས་པ འགྲོགས,སྡིག་པའི་གྲོགས་པོ་མཉམ་དུ་ག་དུས་ཡིན་ནའི་འགྲོགས་རྒྱུ་ཡོད་མ་རེད། <br><br>མི་བསམ་སྤྱོད་ངན་པ་དང་འགྲོགས་རྒྱུ་ཡོད་མ་རེད།,One should never keep company with negative friends. ,[sound:one should not be friends with people with bad attitudes or behavior.mp3][sound:Tsigsar D_Male-12.mp3][sound:Tsigsar D_Deckyi-la-12.mp3],,,,,
1700984081486,1702725570,Lesson25 LRZTP LRZTP_25 LRZTP_Module_3,སྐྱབས་འགྲོའི་ངོ་བོ་,The essence of refuge,[sound:Tsigsar D_Male-13.mp3][sound:Tsigsar D_Deckyi-la-13.mp3],,,n,The nature of refuge,,,"སྐྱབས་འགྲོ་ = to take refuge; འི་ = འབྲེལ་སྒྲ་; ངོ་བོ་ = essence, as in: ངོ་བོ་ཉིད་ཀྱི་སྐུ་ = svabhavikakaya, essence body",,སྐབས་འདི་ལ་སྐྱབས་འགྲོའི་ངོ་བོ་ཟེར་ན་སྐྱབས་འགྲོའི་དོན་དག་ལ་ཟེར་གྱི་ཡོད་རེད།,In this context the essence of refuge refers to the meaning of refuge.,[sound:Tsigsar D_Deckyi-la-14.mp3][sound:Tsigsar D_Male-14.mp3],,,,,
1701430951511,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,སྡུག་བསྔལ་,Suffering,[sound:Tsigsar A_Female-03.mp3][sound:Tsigsar A_Male-03.mp3],"""<img alt=""""Suffering - Wikipedia"""" src=""""Dramaten_mask_2008a.jpg"""">""",,n,"sorrow; suffering, frustration, misery",,,"སྡུག་བསྔལ་ = suffering; སྡུག་ = སྡུག་པོ་ = bad, poor; བསྔལ་ = pain",,ང་ཚོ་སེམས་ཅན་ཚང་མ་ལ་དགོས་ཡག་བདེ་སྐྱིད་དང་མི་དགོས་ཡག་དེ་སྡུག་བསྔལ་རེད།,All of us beings want happiness and do not want suffering. / What all of us beings want is happiness and well-being and what we do not want is suffering.,[sound:Tsigsar A_Female-04.mp3][sound:Tsigsar A_Male-04.mp3],,,Duḥkham,,
1701431013323,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,སྒྲིབ་པ་,Obscurations,[sound:Tsigsar A_Female-05.mp3][sound:Tsigsar A_Male-05.mp3],"""<div><a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fwww.shutterstock.com%2Fimage-photo%2Ffingers-hold-old-gray-dirty-600nw-2214569243.jpg&amp;tbnid=CJuoNJT5N0sCHM&amp;vet=12ahUKEwiS39WK6e-CAxU3XmwGHcJFCEkQMygAegQIARBu..i&amp;imgrefurl=https%3A%2F%2Fwww.shutterstock.com%2Fsearch%2Fdirty-glasses&amp;docid=4Mqw9N1Oe7L3wM&amp;w=600&amp;h=401&amp;q=dirty%20glasses&amp;client=firefox-b-d&amp;ved=2ahUKEwiS39WK6e-CAxU3XmwGHcJFCEkQMygAegQIARBu""""><img alt=""""Dirty Glasses Royalty-Free Images, Stock Photos &amp; Pictures | Shutterstock"""" src=""""paste-0a8456725b4a98167e875dab9f4c5037fe8d0f64.jpg""""></a></div>""","<b>84000 Glossary-Definitions:<br></b>That which obscurs insight into reality.<br>The five hindrances are sensual desire, ill will, sloth and torpor, excitement and remorse, and doubt.",n,"defilements, hindrances; obscuring; obstruction",,,,,སྒྲིབ་པ་ཟེར་ཡག་དེ་སོ་སོའི་རྒྱུད་ལ་ཡོན་ཏན་སྐྱེ་བར་བྱེད་པ་ལ་བར་ཆད་བྱེད་མཁན་དེ་ལ་ཟེར་གྱི་ཡོད་རེད།,What is meant by ‘obscurations’ are those that prevent (lit. make obstacles for good qualities to arise) good qualities from arising in one’s [mind] continuum.,[sound:Tsigsar A_Female-06.mp3][sound:Tsigsar A_Male-06.mp3],,,,,
1701431407792,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,ཐམས་ཅད་,all,[sound:Tsigsar A_Female-07.mp3][sound:Tsigsar A_Male-07.mp3],"""<img src=""""paste-78b2395d2c3812b312d2434a100702e710c0f92c.jpg"""">""",,adj,,,,"ཐམས་ཅད་ = all, every, as in: སེམས་ཅན་ཐམས་ཅད་ = all sentient beings;",,ཐམས་ཅད་དང་ཀུན། ཚང་མ། ཡོངས་རྫོགས་ཟེར་ཡག་དེ་ཚོ་དོན་དག་གཅིག་པ་རེད། དཔེར་ན། སེམས་ཅན་ཐམས་ཅད་ལ་བདེ་སྐྱིད་ཡོང་བ་ཤོག་ལྟ་བུ།,"‘Tham-che’, ‘kün’, ‘tshang-ma’ and ‘yong-dzog’ have the same meaning. For example: May all (tham-che) beings have happiness.",[sound:Tsigsar A_Female-08.mp3][sound:Tsigsar A_Male-08.mp3],,,,,
1701431513195,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,བྲལ་བ་ ,to be free from,[sound:Tsigsar A_Female-09.mp3][sound:Tsigsar A_Male-09.mp3],"""<img src=""""paste-00dc71cffb93b595cabea552300b4745a08b0ecd.jpg"""">""","བྲེལ་ toil, busy",v,devoid,,,"བྲལ་བ་ = to be free of, as in: ཁ་བྲལ་བ་ = to separate, to break away from; ཉེ་རིང་ཆགས་སྡང་གཉིས་དང་བྲལ་བའི་བཏང་སྙོམས་ = equanimity which is free from attachment towards those who are close and free from aversion towards those who are distant",,ང་ཚོ་བོད་པ་མང་པོ་ཅིག་སོ་སོའི་ལུང་པ་མ་ཟད་ཕ་མ་སྤུན་ཆེད་དང་(ཁ་)བྲལ་ནས་རྒྱ་གར་ལ་སྐྱབས་བཅོལ་ཡོང་བ་རེད།,"Many of us, Tibetans, having separated not only from our country, but also from parents and relatives, came into exile to India.",[sound:Tsigsar A_Female-10.mp3][sound:Tsigsar A_Male-10.mp3],,,,,
1701431516735,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,བཀའ་,The words (teachings) of the Buddha,[sound:Tsigsar C_Male_-01.mp3][sound:Tsigsar C_Female_-01.mp3],"""<a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages.hindustantimes.com%2Frf%2Fimage_size_630x354%2FHT%2Fp2%2F2020%2F05%2F07%2FPictures%2F_aa917834-9013-11ea-80d7-183d6ba34199.jpg&amp;tbnid=0GyZdmVWwszvgM&amp;vet=12ahUKEwj_iKyaoO6CAxVWm2MGHR-WB4sQMygSegQIARBv..i&amp;imgrefurl=https%3A%2F%2Fwww.hindustantimes.com%2Fart-and-culture%2Fbuddha-jayanti-2020-how-did-buddhism-begin-what-does-buddhism-teach-quotes-by-buddha-for-a-content-life%2Fstory-71k506V9aNHtHlg7RreGqM.html&amp;docid=A-4yhjuqa5VgVM&amp;w=630&amp;h=354&amp;q=words%20of%20the%20buddha&amp;client=firefox-b-d&amp;ved=2ahUKEwj_iKyaoO6CAxVWm2MGHR-WB4sQMygSegQIARBv""""><div><img alt=""""Buddha Jayanti 2020: How did Buddhism begin, what does Buddhism teach,  quotes by Buddha for a content life - Hindustan Times"""" src=""""paste-b3baaee61828d25754431b1ab818c1004e157c11.jpg""""></div><div></div></a>""",,n,,,,"བཀའ་ = speech, word of the Buddha, as in: བཀའ་མོལ་གནང་བ་ = to have a conversation (H), བཀའ་དྲིན་ཆེན་པོ་ = having great kindness",,སངས་རྒྱས་ཀྱི་བཀའ་དང་གསུང་རབ། མདོ་གསུམ་དོན་གཅིག་མིང་གི་རྣམ་གྲངས་རེད།,"Buddha’s words, discourses and sutras; these three have different names [but] one meaning.",[sound:Tsigsar C_Male_-02.mp3][sound:Tsigsar C_Female-02.mp3],,,,,
1701431657469,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,རྟོགས་བྱ་,object of realization,[sound:Tsigsar A_Female-11.mp3][sound:Tsigsar A_Male-11.mp3],,,n,,,,"རྟོགས་པ་ = to realize, as in: སྤང་རྟོགས་ཀྱི་ཡོན་ཏན་ = the qualities of renunciation and realization; བྱ་ = that which needs to be [done], as in: བྱ་བ་ = action, activity, བྱ་ཚིག་ = verb, ཤེས་བྱ་ = what is to be known",,རྟོགས་བྱ་དང་ཤེས་བྱ་ཟེར་ཡག་གཉིས་དོན་དག་གཅིག་པ་རེད། དཔེར་ན་ཆོས་ཐམས་ཅད་རྟོགས་བྱ་རེད།,“What is to be realized” and “what is to be known” have the same meaning. For example: “All dharmas are to be known.”,[sound:Tsigsar A_Female-12.mp3][sound:Tsigsar A_Male-12.mp3],,,,,
1701431936930,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,ཉོན་མོངས་པའི་སྒྲིབ་པ་,Afflictive obscurations,[sound:Tsigsar C_Male_-05.mp3][sound:Tsigsar C_Female-05.mp3],"""<a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fjimfriedrich.files.wordpress.com%2F2017%2F08%2Feclipse-1.jpg&amp;tbnid=AVQDmbk_NvOMAM&amp;vet=12ahUKEwja26GPoO6CAxVNmmMGHSEhD8gQMygdegUIARCxAQ..i&amp;imgrefurl=https%3A%2F%2Fjimfriedrich.com%2F2017%2F08%2F25%2Fa-deep-but-dazzling-darkness%2F&amp;docid=nmG0Bu_Q1oESNM&amp;w=1580&amp;h=1055&amp;q=darknness&amp;client=firefox-b-d&amp;ved=2ahUKEwja26GPoO6CAxVNmmMGHSEhD8gQMygdegUIARCxAQ""""><div><img alt=""""A Deep but Dazzling Darkness | The religious imagineer"""" src=""""images-65241dbb3c24e37bd2f6797e46a25650cd974255.jpg""""></div><div></div></a>""",ཉོན་མོངས་པ་དང་ཤེས་བྱའི་སྒྲིབ་པ།        the emotional obscuration and the cognitive obscuration,n,Emotional obscuration,,,ཉོན་མོངས་པ་ = disturbing emotions; ཉོན་ = affliction,,ང་རང་ཚོའི་སེམས་རྒྱུད་ཀྱི་འདོད་ཆགས་དང་ཁོང་ཁྲོ། གཏི་མུག་དེ་ཚོ་ཉོན་མོངས་པའི་སྒྲིབ་པ་རེད། ,"The attachment, aversion and ignorance of our mental continuum are afflictive obscurations. ",[sound:Tsigsar C_Female-06.mp3][sound:Tsigsar C_Male_-06.mp3],,,,,
1701431969501,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,ཤེས་བྱའི་ཡོན་ཏན་,wisdom quality [of a Buddha],[sound:Tsigsar A_Female-13.mp3][sound:Tsigsar A_Male-13.mp3],,,n,,,,"ཤེས་པ་ = to know, as in: ཡེ་ཤེས་ = primordial wisdom, ཤེས་རབ་ = insight; བྱ་ = that which needs to be [done], as in: བྱ་བ་ = action, activity, བྱ་ཚིག = verb; འི་ = འབྲེལ་སྒྲ་; ཡོན་ཏན་= good qualities, as in: སྤང་རྟོགས་ཀྱི་ཡོན་ཏན་ = the qualities of renunciation and realization;",,སངས་རྒྱས་ཀྱི་ཤེས་བྱའི་ཡོན་ཏན་དེ་ལ་ཚད་ཡོད་མ་རེད།,Buddha’s qualities of knowledge have no limit.,[sound:Tsigsar A_Female-14.mp3][sound:Tsigsar A_Male-14.mp3],,,,,
1701432166275,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,ཤེས་བྱའི་སྒྲིབ་པ་,Cognitive obscuration,[sound:Tsigsar C_Male_-07.mp3][sound:Tsigsar C_Female-07.mp3],"""<a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fimages.onlymyhealth.com%2Fimported%2Fimages%2F2022%2FApril%2F05_Apr_2022%2Fbig_eye.jpg&amp;tbnid=jEHS7W8x7u7ecM&amp;vet=12ahUKEwiY38OBoO6CAxX-l2MGHTjdCDYQMygHegQIARB7..i&amp;imgrefurl=https%3A%2F%2Fwww.onlymyhealth.com%2Fblindness-visual-impairment-myths-facts-1649147354&amp;docid=U9edSM10rtCsOM&amp;w=800&amp;h=600&amp;q=blindness&amp;client=firefox-b-d&amp;ved=2ahUKEwiY38OBoO6CAxX-l2MGHTjdCDYQMygHegQIARB7""""><div><img alt=""""Blindness| Visual Impairment Myths Facts | Onlymyhealth"""" src=""""paste-8615409634ddeee3b350abc6b5ebb915fe2d5d4e.jpg""""></div><div></div></a>""",,n,Obscurations to omniscience,,,"ཤེས་བྱ་ = cognitive, as in: ཤེས་པ་ = to know, as in: ཡེ་ཤེས་ = primordial wisdom, ཤེས་རབ་ = insight; བྱ་ = that which needs to be [done], as in: བྱ་བ་ = action, activity, བྱ་ཚིག = verb; འི་ = འབྲེལ་སྒྲ་; སྒྲིབ་པ་ = obscuration, སྒྲིབ་པ་ = pollution, veil",,ཤེས་བྱའི་སྒྲིབ་པ་ཟེར་ན་ཤེས་བྱ་ཐམས་ཅད་དངོས་སུ་རྟོགས་པར་བྱེད་པ་ལ་བར་ཆད་བྱེད་མཁན་དེ་ལ་ཟེར་གྱི་ཡོད་རེད། དཔེར་ན། བདེན་འཛིན་ལྟ་བུ་རེད། ,"Cognitive obscurations are those which impede the direct realization of all that is to be known/all objects of knowledge. For example, mistakenly perceiving phenomena as having true existence/perceiving things as being truly existent.",[sound:Tsigsar C_Female-08.mp3][sound:Tsigsar C_Male_-08.mp3],,,,,
1701432264947,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,ཡེ་ཤེས་,Primordial wisdom,[sound:Tsigsar A_Female-15.mp3][sound:Tsigsar A_Male-15.mp3],"""<img src=""""paste-14ece43c25e2fc44c12a735dffb9ef28be15fa75.jpg"""">""","""<div><b>Berzin Defi­nitions:</b><br></div><div>(1) In the context of the five types of deep awareness, a type of principal awareness that all beings have as an aspect of Buddha-nature. It is """"deep"""" in the sense that it is a fundamental way in which the mind works and has always been there, primordially, with no beginning and no end.</div><div>(2) When contrasted with """"discriminating awareness"""" (Tib. shes-rab) in the non-Gelug usage of the term, the principal awareness that nonconceptually cognizes the deepest truth of something (its inseparable voidness and appearance), beyond all words and concepts.</div><div>(3) In the context of the ten Mahayana far-reaching attitudes, when contrasted with """"discriminating awareness,"""" principal awareness that nonconceptually cognizes the two truths of something.</div><div>(4) In the context of an arya's nonconceptual cognition of voidness, in the Gelug usage, either the principal awareness that explicitly and nonconceptually cognizes voidness (deepest truth) during total absorption or the principal awareness that implicitly and nonconceptually cognizes voidness during subsequent attainment.</div>""",n,,,,,,སངས་རྒྱས་ཀྱི་ཆོས་ཐམས་ཅད་མཁྱེན་པའི་ཡེ་ཤེས་དེ་རྣམ་མཁྱེན་རེད།,"Pristine wisdom of the Buddha, which knows all dharmas, is omniscience/knower of (all) aspects.",[sound:Tsigsar A_Female-16.mp3][sound:Tsigsar A_Male-16.mp3],,,,,
1701432421553,1702725586,Lesson26 LRZTP LRZTP_26 LRZTP_Module_3,བྱང་ཆུབ་སེམས་དཔའ་,Bodhisattva,[sound:Tsigsar C_Male_-09.mp3][sound:Tsigsar C_Female-09.mp3],"""<a href=""""https://www.google.com/imgres?imgurl=https%3A%2F%2Fwww.historytoday.com%2Fsites%2Fdefault%2Ffiles%2Farticles%2Fbodhisattva.jpg&amp;tbnid=zRZebdN656ampM&amp;vet=12ahUKEwjuhpTzn-6CAxUUzaACHQmJC3UQMygAegQIARBu..i&amp;imgrefurl=https%3A%2F%2Fwww.historytoday.com%2Farchive%2Ffoundations%2Fwhat-bodhisattva&amp;docid=YmwDni67hsfIjM&amp;w=1300&amp;h=1148&amp;q=bodhisattva&amp;client=firefox-b-d&amp;ved=2ahUKEwjuhpTzn-6CAxUUzaACHQmJC3UQMygAegQIARBu""""><div><img alt=""""What is a Bodhisattva? | History Today"""" src=""""paste-45f39aca4cacfde42aca282429e7a656e8aee526.jpg""""></div><div></div></a>""",,n,,,,"བྱང་ཆུབ་ = enlightenment; བྱང་ = purity, purified; ཆུབ་ = understood, comprehended; སེམས་ = mind, heart, as in: སེམས་ཙམ་པ་ = Mind Only, སེམས་པ་བཟང་པོ་ = kind hearted, minded, གཙོ་སེམས་ = main mind; དཔའ་ = དཔའ་པོ་ = hero, དཔའ་མོ་= heroine",,བྱང་ཆུབ་ཀྱི་སེམས་ཡོད་པའི་གང་ཟག་དེ་ལ་བྱང་ཆུབ་སེམས་དཔའ་ཟེར་གྱི་ཡོད་རེད།,Person who has bodhicitta is called a bodhisattva. ,[sound:Tsigsar C_Female-10.mp3][sound:Tsigsar C_Male_-10.mp3],,,,,
